lst,ndvi,ndbi,year,sat,zone,site,trat
288.08087687025403,0.44089963239591534,-0.10482709581826888,2010,L7,outer,google,dc
292.11259237865414,0.41925524657265606,-0.10249738917691678,2010,L7,outer,google,dc
290.41697124260736,0.4213992989851829,-0.09369173260242557,2011,L7,outer,google,dc
291.9648629664446,0.440826568942976,-0.09325221488527427,2011,L7,outer,google,dc
289.07427186980067,0.2806777494741575,-0.054434868006986756,2011,L7,outer,google,dc
295.91152305681356,0.33667053102706884,-0.06430502176623515,2011,L7,outer,google,dc
304.4946942519398,0.3842642822537036,-0.07040856976660362,2011,L7,outer,google,dc
309.6163209698496,0.39013308557600884,-0.08480190880234165,2011,L7,outer,google,dc
308.7087530299422,0.34269306920939163,-0.0684672415164917,2011,L7,outer,google,dc
319.19462455036216,0.3426412789833376,-0.06646459903352951,2011,L7,outer,google,dc
319.84113891542165,0.33095329934867806,-0.060944894100346404,2011,L7,outer,google,dc
313.6392095324078,0.3389404484691687,-0.06244262232381993,2011,L7,outer,google,dc
310.2646134883331,0.33733962016949365,-0.06932425023240582,2011,L7,outer,google,dc
317.7848414460692,0.3619043681028492,-0.07494810655635983,2011,L7,outer,google,dc
311.24199965725546,0.33945119679300634,-0.08109167887858777,2011,L7,outer,google,dc
311.77630843085933,0.3675336463070581,-0.07590496938281877,2011,L7,outer,google,dc
303.70855560868904,0.38735348648509993,-0.08299211008162492,2011,L7,outer,google,dc
298.612311194468,0.4104461369821837,-0.0927035046802918,2011,L7,outer,google,dc
289.6809975539087,0.40136815634061557,-0.11464411703952238,2011,L7,outer,google,dc
290.9753203817087,0.4442277674524952,-0.10178170684430586,2011,L7,outer,google,dc
289.86486131602186,0.30480785679632016,-0.07846286296831106,2012,L7,outer,google,dc
293.3772665048913,0.4055187786099096,-0.08891010257005953,2012,L7,outer,google,dc
299.89815710711963,0.3614349853045504,-0.08718808724945863,2012,L7,outer,google,dc
312.22889507929204,0.35591846855006193,-0.07881064709010094,2012,L7,outer,google,dc
296.7085209557917,0.28754222990740713,-0.08002570228333765,2012,L7,outer,google,dc
317.7961758642921,0.3603518051470633,-0.0672495289531312,2012,L7,outer,google,dc
316.85148436612644,0.34682317368041155,-0.06725645944221292,2012,L7,outer,google,dc
316.4327076220294,0.3148123345486397,-0.0567686579748913,2012,L7,outer,google,dc
320.8359366977451,0.3673485689259734,-0.07158983511392533,2012,L7,outer,google,dc
319.89417983682495,0.34059278857677494,-0.07034913969901833,2012,L7,outer,google,dc
311.1605900562954,0.3922530584539165,-0.07187716369206644,2012,L7,outer,google,dc
306.8452750322533,0.4013291847871097,-0.09152769442688631,2012,L7,outer,google,dc
301.73086464340923,0.40494614862417905,-0.08331201013807575,2012,L7,outer,google,dc
301.2895263256694,0.43022710450430185,-0.09188010059393739,2012,L7,outer,google,dc
295.2270350653657,0.40709267198318705,-0.09834775366175721,2012,L7,outer,google,dc
293.3617189087921,0.4293974301756743,-0.09617411156244536,2012,L7,outer,google,dc
285.9712892722774,0.46672225756162944,-0.12051830456487711,2012,L7,outer,google,dc
282.81996066981395,0.4391625616782976,-0.11215110852453423,2013,L7,outer,google,dc
290.12041372880776,0.371742735409887,-0.07200138803405769,2013,L7,outer,google,dc
290.5881506378436,0.33890129422276993,-0.05735904198642754,2013,L7,outer,google,dc
294.302285990167,0.3529244672191178,-0.06099290647689322,2013,L7,outer,google,dc
300.1214251111564,0.3699557592874676,-0.05942804877232885,2013,L7,outer,google,dc
302.65812345206746,0.3564454475816062,-0.07453006609489436,2013,L7,outer,google,dc
